Epochs,Activation function,Hidden nodes,Optimizer,Initializer,Regularizer,In-sample RMSE,Out-of-sample RMSE,Out-of-sample Accuracy
100,sigmoid,5,SGD_with_cosine,small_random,0.001,1.2974798679351807,33354.532211043224,0.0
200,sigmoid,11,Adam_with_cosine,Xavier,0.0001,1.1861165761947632,33643.967063345226,0.0
200,relu,5,SGD_with_cosine,Xavier,0,1.3977667093276978,33665.54814982427,0.0
100,sigmoid,8,Adam_with_cosine,Xavier,0,1.2969093322753906,33856.85891864049,0.0
100,relu,5,SGD_with_cosine,small_random,0,1.1756552457809448,34063.137552084176,0.042105263157894736
300,relu,11,SGD_with_cosine,small_random,0.001,1.6997904777526855,34135.6226666367,0.21052631578947367
100,sigmoid,8,SGD_with_cosine,Xavier,0.0001,1.44700026512146,34555.166185557646,0.0
100,tanh,5,SGD_with_cosine,small_random,0.0001,1.0004042387008667,34580.595969290436,0.0
100,tanh,11,SGD_with_cosine,Xavier,0,1.1081414222717285,34643.70722579575,0.0
300,sigmoid,8,Adam_with_cosine,Xavier,0.001,1.4419008493423462,34891.68314581742,0.0
100,relu,5,Momentum_with_cosine,small_random,0.0001,0.620801568031311,34893.35437355175,0.0
300,sigmoid,5,Momentum_with_cosine,small_random,0,1.3015273809432983,35342.46927962932,0.0
200,relu,11,Momentum_with_cosine,small_random,0,1.3010238409042358,35437.75107015528,0.05263157894736842
300,tanh,11,Momentum_with_cosine,Xavier,0.0001,1.4669787883758545,35441.98412849697,0.0
100,relu,8,Adam_with_cosine,small_random,0.001,2.4966464042663574,35495.227501229834,0.0
200,sigmoid,8,Momentum_with_cosine,Xavier,0.001,1.4531294107437134,35522.848867630106,0.0
200,relu,5,Adam_with_cosine,small_random,0,1.226657509803772,35596.95000678204,0.0
300,sigmoid,11,Momentum_with_cosine,Xavier,0.0001,1.5022468566894531,35824.74871325988,0.0
200,tanh,5,Adam_with_cosine,Xavier,0.0001,1.1342159509658813,36075.98199040425,0.0
100,tanh,8,Adam_with_cosine,Xavier,0.0001,1.0941680669784546,36160.39552237951,0.0
100,tanh,8,Momentum_with_cosine,small_random,0,1.1467225551605225,36210.69333245921,0.0
100,tanh,5,Momentum_with_cosine,small_random,0.001,1.5271998643875122,36222.38655279768,0.0
200,tanh,8,Momentum_with_cosine,small_random,0,0.6675704717636108,36237.888363688566,0.0
200,tanh,5,Adam_with_cosine,Xavier,0,0.8990808725357056,36502.800787544285,0.0
300,tanh,8,Adam_with_cosine,small_random,0,1.5237928628921509,37022.576967057896,0.0
200,tanh,5,Adam_with_cosine,small_random,0.0001,1.8176308870315552,37632.39115365158,0.0
100,tanh,8,Adam_with_cosine,small_random,0.001,1.4936602115631104,37681.8397182837,0.0
300,relu,8,Adam_with_cosine,Xavier,0,1.1641647815704346,37720.15887946773,0.0
100,relu,11,Adam_with_cosine,small_random,0.001,0.5177889466285706,37838.1827807451,0.031578947368421054
100,tanh,5,Momentum_with_cosine,small_random,0,1.3949403762817383,37994.84042100654,0.0
200,tanh,11,Momentum_with_cosine,Xavier,0.0001,1.464058756828308,38217.38291925673,0.0
100,tanh,11,Adam_with_cosine,Xavier,0,1.454110026359558,38659.314094498746,0.0
200,tanh,5,Momentum_with_cosine,small_random,0.001,1.0984394550323486,38754.912957643035,0.0
300,tanh,11,SGD_with_cosine,small_random,0.0001,1.2423155307769775,38891.82509248213,0.0
300,relu,8,SGD_with_cosine,Xavier,0.0001,1.3026503324508667,39097.72586518647,0.0
300,relu,8,SGD_with_cosine,small_random,0,1.1715537309646606,39133.17923802608,0.0
200,sigmoid,5,SGD_with_cosine,small_random,0,1.172624945640564,39285.47009956673,0.0
100,tanh,11,SGD_with_cosine,small_random,0.0001,1.4998829364776611,39805.25045441317,0.0
100,relu,5,Momentum_with_cosine,small_random,0.001,1.1342867612838745,39814.356807488366,0.021052631578947368
200,sigmoid,5,SGD_with_cosine,small_random,0.001,1.3167650699615479,40120.83915889305,0.0
200,tanh,5,Momentum_with_cosine,small_random,0.0001,1.3464125394821167,40185.26190319975,0.0
100,sigmoid,8,Momentum_with_cosine,small_random,0.0001,1.4341254234313965,40248.91520204652,0.0
100,relu,8,Adam_with_cosine,small_random,0,2.256439208984375,40444.71374079162,0.031578947368421054
300,relu,8,Adam_with_cosine,Xavier,0.0001,1.2407350540161133,40813.51952050612,0.0
300,tanh,5,SGD_with_cosine,small_random,0.001,1.2262842655181885,40991.466028510156,0.0
100,tanh,5,Adam_with_cosine,small_random,0.001,1.742492914199829,41241.877400117766,0.0
200,relu,8,Adam_with_cosine,small_random,0.001,1.1969953775405884,41403.37063327921,0.0
100,sigmoid,11,Adam_with_cosine,Xavier,0.001,1.6353012323379517,41419.59491538872,0.0
200,sigmoid,11,SGD_with_cosine,small_random,0.0001,1.4132510423660278,41489.79946049469,0.0
300,tanh,11,Adam_with_cosine,small_random,0,1.804999828338623,41546.084531874076,0.0
100,relu,5,Adam_with_cosine,small_random,0,1.043251633644104,41693.65877359103,0.042105263157894736
100,sigmoid,5,Momentum_with_cosine,small_random,0,1.671053409576416,41722.178107909516,0.0
100,tanh,11,SGD_with_cosine,small_random,0,1.816536545753479,41842.54941427301,0.0
300,relu,5,SGD_with_cosine,small_random,0.001,1.2986990213394165,42052.80619439666,0.0
200,tanh,11,Momentum_with_cosine,small_random,0.001,1.5361168384552002,42404.00378050465,0.0
200,sigmoid,8,SGD_with_cosine,Xavier,0.001,1.743842363357544,42873.35608584685,0.0
100,tanh,11,Adam_with_cosine,Xavier,0.001,1.6232621669769287,43007.21303612121,0.0
300,tanh,11,Momentum_with_cosine,small_random,0.001,1.376833438873291,43044.71241294814,0.0
300,sigmoid,11,Adam_with_cosine,Xavier,0,1.754935622215271,43842.39490493616,0.0
100,sigmoid,11,SGD_with_cosine,Xavier,0.0001,1.8145540952682495,43965.98811699784,0.0
200,sigmoid,5,SGD_with_cosine,Xavier,0.0001,1.742380976676941,44805.26166200339,0.0
200,relu,11,Adam_with_cosine,small_random,0,1.2786167860031128,44863.00274318427,0.0
100,relu,11,SGD_with_cosine,small_random,0.001,2.416416645050049,45018.03700432642,0.0
100,sigmoid,8,Adam_with_cosine,Xavier,0.0001,1.6545864343643188,45277.31066364032,0.0
100,relu,5,SGD_with_cosine,small_random,0.0001,1.8130666017532349,45790.244613748495,0.08421052631578947
200,tanh,8,SGD_with_cosine,Xavier,0,1.3558849096298218,46060.463830065295,0.0
200,tanh,11,SGD_with_cosine,small_random,0.0001,2.311582326889038,46066.73732741038,0.0
300,tanh,8,Adam_with_cosine,Xavier,0,1.5255130529403687,46380.63477145869,0.0
100,relu,11,Momentum_with_cosine,Xavier,0.0001,1.6872146129608154,46515.62832837887,0.0
300,relu,5,Adam_with_cosine,Xavier,0,1.6355931758880615,48289.50404057924,0.0
200,sigmoid,11,Adam_with_cosine,small_random,0.001,1.7830878496170044,48358.00137665817,0.0
300,relu,5,Adam_with_cosine,small_random,0,1.3375897407531738,48790.579898092044,0.0
200,relu,8,SGD_with_cosine,small_random,0.0001,0.9360911846160889,48837.33043578215,0.07368421052631578
100,relu,5,Momentum_with_cosine,Xavier,0,0.9357908964157104,49840.933466048955,0.0
300,sigmoid,8,Adam_with_cosine,Xavier,0.0001,1.8269672393798828,49892.53892284165,0.0
200,relu,8,SGD_with_cosine,small_random,0.001,1.705275535583496,49927.60603906868,0.0
200,relu,5,Momentum_with_cosine,small_random,0,0.7207933068275452,50629.1658663562,0.010526315789473684
200,sigmoid,11,SGD_with_cosine,Xavier,0,1.9933041334152222,50662.50693205619,0.0
200,sigmoid,11,Momentum_with_cosine,Xavier,0.001,2.0052216053009033,50950.83955612866,0.0
200,tanh,8,SGD_with_cosine,small_random,0.0001,1.1455028057098389,52421.15173567252,0.0
200,sigmoid,5,Momentum_with_cosine,small_random,0,1.938927173614502,52449.12704069101,0.0
300,sigmoid,11,Momentum_with_cosine,small_random,0.001,2.1175854206085205,53123.141201018574,0.0
200,relu,11,Adam_with_cosine,small_random,0.0001,1.7240954637527466,53447.584419849765,0.0
100,sigmoid,11,SGD_with_cosine,small_random,0.001,2.2532949447631836,53764.5665604721,0.0
200,tanh,8,Momentum_with_cosine,Xavier,0.0001,1.9424841403961182,56132.46861961922,0.0
300,tanh,8,SGD_with_cosine,small_random,0.0001,1.9118187427520752,56182.7986990593,0.0
200,sigmoid,11,Adam_with_cosine,small_random,0.0001,2.3267669677734375,56545.8466050347,0.0
300,relu,5,Momentum_with_cosine,Xavier,0,1.6994316577911377,56656.0582314789,0.0
300,tanh,8,Adam_with_cosine,small_random,0.0001,2.089402437210083,59025.175781036356,0.0
300,relu,5,Adam_with_cosine,small_random,0.001,2.5461628437042236,59848.711144017165,0.0
300,tanh,8,Momentum_with_cosine,small_random,0.0001,2.2885217666625977,61755.748096200936,0.0
300,sigmoid,5,Adam_with_cosine,Xavier,0,2.3011281490325928,62906.54567328978,0.0
300,relu,8,Momentum_with_cosine,small_random,0.0001,1.559739351272583,63789.05624842636,0.0
300,relu,8,SGD_with_cosine,small_random,0.001,1.3926432132720947,63873.78891737426,0.0
200,tanh,11,Adam_with_cosine,small_random,0.001,2.4374845027923584,65219.24941902421,0.0
100,relu,8,SGD_with_cosine,small_random,0.001,2.2511706352233887,65566.72967035686,0.0
100,relu,5,Momentum_with_cosine,small_random,0,2.475533962249756,66086.66943048907,0.0
300,relu,5,Momentum_with_cosine,small_random,0,1.0407426357269287,68305.15524003595,0.0
300,relu,5,SGD_with_cosine,small_random,0.0001,2.880742073059082,68889.15782362275,0.0
300,sigmoid,8,Adam_with_cosine,small_random,0.0001,2.485046863555908,69350.95372095093,0.0
300,sigmoid,11,SGD_with_cosine,Xavier,0.001,2.6452996730804443,69460.45601585027,0.0
300,relu,11,Momentum_with_cosine,small_random,0.001,1.4438632726669312,69473.80431686649,0.0
100,relu,11,Adam_with_cosine,small_random,0.0001,1.439643383026123,71336.05479285009,0.0
200,relu,8,SGD_with_cosine,small_random,0,3.3247106075286865,73196.62720598797,0.0
300,sigmoid,8,SGD_with_cosine,small_random,0,2.718264102935791,74889.33311059192,0.0
100,tanh,11,Adam_with_cosine,small_random,0.0001,3.29764723777771,75094.3154561561,0.0
100,relu,8,Momentum_with_cosine,small_random,0.001,1.32393479347229,76630.22720370219,0.0
200,relu,11,Momentum_with_cosine,small_random,0.001,1.9193620681762695,79642.36008762832,0.0
100,relu,11,Adam_with_cosine,small_random,0,2.463122844696045,79960.86904406342,0.0
100,relu,5,Adam_with_cosine,small_random,0.0001,1.7728111743927002,89110.2819481973,0.0
300,relu,8,Adam_with_cosine,small_random,0.001,3.8273138999938965,94488.71634415121,0.0
200,relu,8,Momentum_with_cosine,small_random,0.001,3.491847038269043,95432.78574369404,0.0
300,relu,11,Adam_with_cosine,small_random,0,2.035905361175537,105238.33959234823,0.0
200,relu,11,Momentum_with_cosine,small_random,0.0001,3.8244593143463135,107081.0937150412,0.0
300,relu,5,Momentum_with_cosine,small_random,0.0001,2.293166399002075,108397.32238620985,0.0
200,relu,11,SGD_with_cosine,small_random,0.0001,2.9839367866516113,112366.09548481894,0.0
200,relu,11,SGD_with_cosine,small_random,0,2.8465120792388916,114962.50850036748,0.0
200,relu,5,SGD_with_cosine,small_random,0.0001,4.631747722625732,130157.47388201726,0.0
300,relu,8,SGD_with_cosine,small_random,0.0001,2.9172327518463135,144803.46613074729,0.0
